SalePrice,MachineID,ModelID,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBandCoded,SaleDateDay,SaleDateMonth,SaleDateYear,fiBaseModel,fiSecondaryDescCoded,fiModelSeriesCoded,fiProductClassDesc,state,Enclosure,EnclosureCoded,Enclosure w AC,ForksCoded,Ride_ControlCoded,Hydraulics,HydralicCoded,CouplerCoded
80000,198857,75,1,2005,3968,1,4,6,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Colorado,EROPS w AC,1,1,0,1,2 Valve,0,0
54000,727819,75,1,2005,7559,2,25,3,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,0,1,3 Valve,1,0
94000,782666,75,1,2006,1995,0,15,2,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,1
60000,311712,75,1,2006,4544,2,7,8,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Nevada,EROPS w AC,1,1,0,1,2 Valve,0,0
90000,488442,75,1,2006,4652,2,4,3,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
65000,505470,75,1,2006,7283,2,23,9,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
85000,990817,75,1,2006,1424,0,6,11,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Nevada,EROPS w AC,1,1,0,1,2 Valve,0,0
77500,314984,75,1,2006,2639,1,6,11,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Nevada,EROPS w AC,1,1,0,1,2 Valve,0,0
60000,503002,75,1,2006,7991,2,25,2,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
80000,462793,75,1,2006,4251,2,23,9,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
77500,457562,75,1,2006,3457,1,6,5,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
87500,309351,75,1,2006,1426,0,3,4,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Nevada,EROPS w AC,1,1,0,1,3 Valve,1,0
70000,381810,75,1,2006,4074,1,15,4,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Arizona,EROPS w AC,1,1,0,1,2 Valve,0,0
102500,771590,75,1,2006,3424,1,15,2,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,1
95000,606747,75,1,2007,1797,2,27,3,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,OROPS,0,0,1,0,2 Valve,0,1
45000,288063,75,1,2004,12733,2,30,3,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,North Carolina,EROPS w AC,1,1,1,0,3 Valve,1,0
70000,788669,75,1,2004,10112,2,15,2,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,0
48000,460243,75,1,2003,32767,2,9,3,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
84000,765601,75,1,2004,4894,1,15,2,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,0
67500,612734,75,1,2006,6945,2,3,11,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
62500,466388,75,1,2004,5183,1,13,4,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,0
70000,960690,75,1,2005,5452,1,27,8,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Idaho,EROPS w AC,1,1,0,1,2 Valve,0,1
84000,524577,75,1,2005,4930,1,15,2,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,0
87000,625332,75,1,2006,5446,1,16,6,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Washington,EROPS w AC,1,1,1,1,2 Valve,0,1
105000,682079,75,1,2006,3178,1,12,4,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Ohio,EROPS,1,0,0,1,2 Valve,0,2
62500,482027,75,1,2005,6365,2,6,5,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
95000,2271762,75,1,2007,162,0,15,12,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,1,1,2 Valve,0,0
70000,483998,75,1,2005,6061,2,9,7,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,2
70000,482721,75,1,2005,4106,1,15,7,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
75000,467108,75,1,2005,6293,2,9,7,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
77500,468180,75,1,2005,4929,1,9,7,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
77500,472520,75,1,2006,6089,2,9,7,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
77500,489133,75,1,2006,4339,2,9,7,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
77500,504137,75,1,2006,4718,2,9,7,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
82500,465197,75,1,2006,3880,1,9,7,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
85000,465526,75,1,2005,2482,1,23,9,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,1
76000,2294934,75,1,2005,5263,1,2,6,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Tennessee,EROPS w AC,1,1,1,1,2 Valve,0,0
79000,2294934,75,1,2006,2966,1,25,10,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,1,1,2 Valve,0,0
60000,548554,75,2,2004,1458,0,31,1,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,0
95000,516134,75,2,2004,2076,1,20,9,2007,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,1,2 Valve,0,0
84000,509942,75,2,2004,1721,1,20,9,2007,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,1,2 Valve,0,0
95000,518962,75,2,2004,1117,0,20,9,2007,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,1,2 Valve,0,0
85000,151072,75,2,2005,3436,2,5,6,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Georgia,EROPS w AC,1,1,1,1,2 Valve,0,1
101000,511203,75,2,2005,1000,0,20,9,2007,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,1,2 Valve,0,0
82500,798351,75,2,2006,2195,1,31,1,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,1,0,2 Valve,0,1
89500,812688,75,2,2006,2255,0,29,1,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,1,2 Valve,0,0
95000,798958,75,3,2004,1609,0,25,1,2007,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,1
69000,1003932,75,3,2004,3875,0,12,5,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Arkansas,EROPS w AC,1,1,0,0,2 Valve,0,0
65000,999405,75,3,2006,2656,1,20,8,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,0,2 Valve,0,0
96000,758291,75,3,2007,2255,1,25,2,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,1
72000,1063545,75,3,2006,1945,1,20,8,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,1,3 Valve,1,0
56000,1056671,75,3,2003,2695,0,6,8,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Illinois,EROPS,1,0,1,1,3 Valve,1,1
88000,454475,75,3,2004,6755,2,25,1,2007,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,0,3 Valve,1,0
90000,363129,75,3,2007,1640,0,28,1,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Arizona,EROPS w AC,1,1,0,0,2 Valve,0,0
86000,732662,75,3,2004,6661,2,20,4,2006,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Mississippi,EROPS w AC,1,1,1,1,3 Valve,1,0
96000,667291,75,3,2006,2911,1,16,6,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Arizona,EROPS w AC,1,1,1,1,3 Valve,1,1
78000,1003676,75,3,2006,1343,0,20,8,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,0,2 Valve,0,0
63000,1002062,75,3,2005,8023,1,7,7,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Colorado,EROPS w AC,1,1,0,1,2 Valve,0,0
103000,237418,75,3,2004,1310,1,14,12,2006,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Illinois,EROPS w AC,1,1,0,0,2 Valve,0,0
78000,731841,75,3,2003,6349,2,20,4,2006,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Mississippi,EROPS w AC,1,1,1,1,3 Valve,1,0
58000,1057773,75,3,2005,3162,1,20,8,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,0,2 Valve,0,0
104000,798351,75,3,2006,1146,1,31,1,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,1,0,2 Valve,0,1
101000,521131,75,3,2006,1572,1,15,5,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,1
62000,568675,75,3,2004,7754,2,1,5,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Indiana,EROPS w AC,1,1,0,0,2 Valve,0,0
54000,1021640,75,3,2003,8272,2,30,10,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Arizona,EROPS w AC,1,1,0,1,2 Valve,0,2
89000,779181,75,3,2006,2650,1,13,11,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,1,0,2 Valve,0,1
73000,588181,75,3,2005,2681,1,25,11,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
71000,316123,75,3,2005,2354,1,18,12,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Nevada,EROPS w AC,1,1,0,1,2 Valve,0,0
64000,311287,75,3,2005,2000,1,18,12,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Nevada,EROPS w AC,1,1,0,1,3 Valve,1,0
84000,685925,75,3,2005,2767,1,29,1,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Idaho,EROPS w AC,1,1,0,1,2 Valve,0,0
52000,770323,75,3,2005,2921,1,29,1,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,0
81000,793200,75,3,2006,2893,1,29,1,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,0
52000,763186,75,3,2005,5991,2,11,6,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,1
65000,785521,75,3,2006,625,0,11,6,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,1
86000,318796,75,3,2006,684,0,11,6,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,West Virginia,EROPS w AC,1,1,0,0,2 Valve,0,0
102000,787768,75,3,2007,1468,1,27,10,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,1,0,2 Valve,0,1
68000,188605,75,3,2005,3415,1,12,11,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Colorado,EROPS w AC,1,1,0,1,2 Valve,0,0
59000,1053307,75,3,2003,7270,1,29,4,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Colorado,EROPS w AC,1,1,0,1,2 Valve,0,0
93000,179675,75,3,2006,2959,1,23,9,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,1,1,2 Valve,0,2
63000,736543,75,3,2005,6715,1,23,6,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Mississippi,EROPS w AC,1,1,1,0,3 Valve,1,0
78000,306164,75,3,2006,4998,1,4,8,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Idaho,EROPS w AC,1,1,1,1,2 Valve,0,0
81000,1029007,75,3,2007,4361,1,17,11,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,New York,EROPS w AC,1,1,0,0,2 Valve,0,0
56000,777904,75,4,2005,4400,1,7,2,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,1
62000,524229,75,7,2004,5000,2,5,9,2007,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Alabama,EROPS w AC,1,1,0,0,2 Valve,0,2
91000,34798,75,7,2005,649,0,4,6,2008,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Alabama,EROPS w AC,1,1,0,0,2 Valve,0,0
65000,682750,75,16,2003,6667,1,6,5,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Ohio,EROPS w AC,1,1,1,0,2 Valve,0,1
87500,679364,75,16,2005,5375,1,6,5,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Ohio,EROPS w AC,1,1,0,1,2 Valve,0,0
46000,607712,75,99,2003,3603,1,2,6,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,0,2 Valve,0,0
46000,50139,75,99,2005,4487,1,2,6,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,0,1,2 Valve,0,0
70000,592250,75,99,2006,1628,0,2,6,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
73000,159921,75,99,2007,3879,2,2,12,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Alabama,EROPS w AC,1,1,0,0,3 Valve,1,1
67500,593592,75,99,2006,1670,0,2,6,2009,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,0,0,2 Valve,0,0
43000,200089,75,99,2003,10776,2,10,11,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Colorado,EROPS w AC,1,1,1,1,2 Valve,0,2
45000,288063,75,99,2004,12733,2,16,4,2011,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Iowa,EROPS w AC,1,1,1,0,3 Valve,1,0
60000,961187,75,99,2006,9491,2,10,11,2010,938,1,0,Wheel Loader - 150.0 to 175.0 Horsepower,Colorado,EROPS w AC,1,1,0,1,3 Valve,1,1
60000,1461883,77,1,1996,1780,0,26,2,2008,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,EROPS w AC,1,1,0,1,2 Valve,0,0
57500,1497448,77,1,1993,32767,2,27,4,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Nebraska,EROPS w AC,1,1,0,1,2 Valve,0,0
36000,1170867,77,1,1993,12944,1,15,2,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,2
30000,1369126,77,1,1994,8065,0,15,2,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,0,0,2 Valve,0,0
47500,200755,77,1,1995,12368,1,15,3,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Colorado,EROPS w AC,1,1,0,1,2 Valve,0,0
55000,205936,77,1,1996,7713,0,15,3,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Colorado,EROPS w AC,1,1,0,1,2 Valve,0,0
45000,1338357,77,1,1998,10654,1,12,11,2010,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Montana,EROPS w AC,1,1,0,1,2 Valve,0,0
49000,795958,77,1,1997,1481,0,15,2,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS,1,0,0,0,2 Valve,0,2
40000,2290398,77,1,1993,16926,1,25,5,2010,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,OROPS,0,0,1,0,2 Valve,0,0
32500,1491434,77,1,1993,90,0,16,9,2009,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Washington,OROPS,0,0,1,0,3 Valve,1,1
32000,1459110,77,1,1993,10830,0,2,3,2010,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,California,OROPS,0,0,0,0,3 Valve,1,0
20000,2273222,77,1,1994,13561,1,27,6,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Arizona,EROPS w AC,1,1,0,0,2 Valve,0,0
50000,2297662,77,1,1994,8800,0,1,12,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Texas,EROPS w AC,1,1,1,1,2 Valve,0,0
52000,2297662,77,1,1995,4928,0,12,12,2011,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Maryland,EROPS w AC,1,1,1,1,2 Valve,0,0
99000,855784,77,2,1994,1685,0,2,8,1997,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Pennsylvania,EROPS,1,0,0,0,3 Valve,1,0
102500,1289619,77,2,1994,2089,1,20,3,1997,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,New Jersey,EROPS w AC,1,1,0,0,3 Valve,1,0
57000,117657,77,3,1996,4640,0,26,3,2004,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,North Carolina,EROPS w AC,1,1,0,0,2 Valve,0,0
47000,243271,77,3,1996,8959,1,6,8,2009,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Iowa,EROPS w AC,1,1,0,0,2 Valve,0,0
43000,1049020,77,3,1992,16616,1,4,5,2006,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Virginia,EROPS w AC,1,1,0,0,2 Valve,0,0
54000,24533,77,3,1994,9252,1,14,12,2006,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,EROPS w AC,1,1,0,0,2 Valve,0,0
82000,593439,77,3,1997,9630,1,12,1,2006,950,0,0,Wheel Loader - 150.0 to 175.0 Horsepower,Oklahoma,EROPS w AC,1,1,1,0,2 Valve,0,1
